exercise_id,source_local_ids,answer_availability,answer_id,o001_gap_id,source_path,translation_state,rights_component_ids
11796fc0-4792-55b4-b51f-e02d6287afa0,"[""R011-B013""]",inline_public_feedback,b4e4f4b2-ec1c-5ccf-99e3-98cb2c136922,,ch_probability/TeX/ch_probability.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""b410ecf6-7942-5337-9e18-e09c9e84783d""]"
12e0f174-2d4f-5b85-8270-8cf241d02f42,"[""seattle_pet_names"",""eoce_1_35"",""R011-B004R""]",public_appendix,de51ce11-a679-5af1-bc9f-40f2b6673cf0,,ch_intro_to_data/TeX/review_exercises.tex,source_frozen,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""bad63bfb-9cf6-5f60-bbe6-9e93ae431ce0"",""67382a1e-7768-5d98-9912-2c3a848ce7a1""]"
1366a602-e803-5a35-a36b-b8af2cff1c72,"[""R011-B016"",""guided-exercise-07""]",inline_public,be95e645-3cdc-57bc-bfb4-5183c73744d9,,ch_distributions/TeX/ch_distributions.tex,visually_checked,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""d79c0e4f-9e37-5e77-9080-34fed0852af2""]"
13907cdd-4711-558a-a9d8-3ea52d989703,"[""R011-B010"",""ch03-sec3.2-09""]",,,,ch_probability/TeX/ch_probability.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
145804b8-59c9-5118-aed9-6d21fa1ae97d,"[""R011-B011"",""3.27"",""student_outfits""]",public_appendix,39d7b86b-a323-5f6b-ae99-66f0fa044450,,ch_probability/TeX/sampling_from_a_small_population.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""b8ee2bc6-8b07-51f4-8124-2fd462cd606b""]"
15e82d16-af8c-5c5f-900d-1e15be6b7e41,"[""antibiotic_use_children"",""eoce_2_21"",""R011-B006""]",public_appendix,ad5e9a37-7767-5450-9dab-f54b570978e8,,ch_summarizing_data/TeX/considering_categorical_data.tex,source_frozen,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
15f81b0c-78ca-5960-91c0-843fee978ca9,"[""R011-B015""]",inline_public_feedback,707e8d53-4207-52a4-a923-b2d4cf2c30f2,,ch_distributions/TeX/ch_distributions.tex,visually_checked,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""586d1610-5f32-5232-ba50-6e2a04daf45a""]"
1606b87c-a0d8-564e-9bed-342ebb189f94,"[""R011-B021"",""5.18"",""married_at_25_prop_ht_errors""]",no_public_answer_o001_gap,,b7635ada-e90f-53bd-9b4d-0fb36113a27c,ch_foundations_for_inf/TeX/hypothesis_testing.tex,visually_checked,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""8205e88d-07dd-57ab-ae9a-c7e5f3bbf027""]"
1663206a-64a7-5af8-91b9-185c65783ff1,"[""fisher_irises"",""eoce_1_9""]",public_appendix,ec4ca565-6880-57e5-8922-469f1bacd6a2,,ch_intro_to_data/TeX/data_basics.tex,source_frozen,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
168bbda2-828e-5071-9433-7c4c114136ba,"[""nexercise-2.1-04"",""R011-B005""]",public_inline,,,ch_summarizing_data/TeX/ch_summarizing_data.tex,source_frozen,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
16deee95-44eb-5875-bb77-c77ae28667ba,"[""R011-B009"",""ch03-sec3.1-04""]",,,,ch_probability/TeX/ch_probability.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
175fb5b8-02c7-5763-937a-dbaf90efe95a,"[""R011-B012""]",none_public_upstream,,0257872e-8f44-56df-95c8-bdad0e424806,ch_probability/TeX/random_variables.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""f5cfd01e-9712-58ec-ac48-481f923814c1""]"
17f39bfa-676a-5791-a645-00d4d93b3996,"[""R011-B017"",""guided-exercise-01""]",inline_public,12341578-0422-501d-bbd6-0af5ec1d629c,,ch_distributions/TeX/ch_distributions.tex,visually_checked,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""69574f5b-e113-5529-9d72-6ebfd1501a86""]"
187be28f-bd7f-565a-ab42-9a8fc4bf8185,"[""R011-B016"",""4.17"",""underage_drinking_intro""]",public_appendix,a656d1c5-f0ec-509d-a65d-15097b602450,,ch_distributions/TeX/binomial_distribution.tex,visually_checked,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""d79c0e4f-9e37-5e77-9080-34fed0852af2""]"
1abc8a2f-fff1-5a7e-9e46-948375210665,"[""R011-B009"",""four_games_one_winner""]",public_appendix,9cdd5f10-ce1d-5869-965a-71b7aee9c5de,,ch_probability/TeX/defining_probability.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
1ad40585-271d-5674-b80f-37c8e8f3d4ad,"[""R011-B014""]",none_public_upstream,,060dd935-e927-55b4-ba3d-3ee910be59e7,ch_distributions/TeX/normal_distribution.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""5013dc5b-3a29-5516-9948-98c064aa43e8""]"
1b67b489-5bfb-5b84-8f44-a692fdc15298,"[""R011-B010"",""ch03-sec3.2-12""]",,,,ch_probability/TeX/ch_probability.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
1c22723c-f2d0-5445-bccd-2c220201d232,"[""randomization_avandia"",""eoce_2_25"",""R011-B007""]",public_appendix,a132efe2-d782-5317-859e-6b0fd4cab424,,ch_summarizing_data/TeX/case_study_malaria_vaccine.tex,source_frozen,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
1ccdac4a-c69d-5ebf-8b8d-b67e18622d11,"[""R011-B010"",""joint_cond""]",,0d9c327c-fe75-55f7-a4e4-35bec165ffe1,,ch_probability/TeX/conditional_probability.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
1d131c22-c198-53f3-89b9-289ec3f15742,"[""R011-B014""]",none_public_upstream,,247e5f2f-ccca-525e-a154-63f23238bdd8,ch_distributions/TeX/normal_distribution.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""5013dc5b-3a29-5516-9948-98c064aa43e8""]"
1d288b7a-abb4-52c9-a011-f3226ffd930d,"[""R011-B009"",""poverty_language""]",none_public_upstream,,4cdfc3db-0562-5833-a04f-2007948b7200,ch_probability/TeX/defining_probability.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
1d4258d2-754c-5f2a-b382-28e0c5cf5252,"[""study_components_buteyko"",""eoce_1_4""]",none_public_upstream,,6253fb91-64d4-50f6-a839-acbe722d89db,ch_intro_to_data/TeX/data_basics.tex,source_frozen,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
1f6d8544-36eb-5bde-8d51-027d2e219020,"[""R011-B009"",""ch03-sec3.1-09""]",,,,ch_probability/TeX/ch_probability.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
20bfd563-f8ed-52a2-a149-968729bbfd64,"[""R011-B017"",""4.30"",""serving_volleyball""]",restricted_not_accessed,,e974f36a-9fc5-539c-ab85-e2d9e8d2931b,ch_distributions/TeX/negative_binomial_distribution.tex,visually_checked,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""69574f5b-e113-5529-9d72-6ebfd1501a86""]"
2285033f-f28c-51ac-ad8b-b8bb2de4267b,"[""R011-B011""]",inline_public_feedback,8445e7de-dd67-55c8-8497-e1bc10ee1dfd,,ch_probability/TeX/ch_probability.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""b8ee2bc6-8b07-51f4-8124-2fd462cd606b""]"
22ba93e5-b0f2-5807-bb3d-7c9459db5451,"[""R011-B010"",""ch03-sec3.2-01""]",,,,ch_probability/TeX/ch_probability.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
23d3cfd6-9e74-5f22-82d3-3caa9881794d,"[""nexercise-2.1-06"",""R011-B005""]",public_inline,,,ch_summarizing_data/TeX/ch_summarizing_data.tex,source_frozen,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
23f8bf6c-e973-5578-a362-9ff252cd8865,"[""nexercise-2.1-07"",""R011-B005""]",public_inline,,,ch_summarizing_data/TeX/ch_summarizing_data.tex,source_frozen,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
2496839a-c5b7-5ea8-9986-c3930571e33c,"[""malaria_vaccine_20_exp_summary_rand_1_diff"",""sec2.3-guided-03"",""R011-B007""]",inline_public_feedback,,,ch_summarizing_data/TeX/ch_summarizing_data.tex,source_frozen,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
24f448fa-190f-51eb-85c8-5be54f6360d7,"[""R011-B023"",""6.18"",""heart_transplant_conditions""]",no_public_answer_o001_gap,,670065b1-cfae-53c8-b0d6-e08cd5a44e2c,ch_inference_for_props/TeX/difference_of_two_proportions.tex,visually_checked,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""a6e32195-1507-50f4-a3a0-88884cb47648""]"
25818565-4a7c-5f4a-ba20-4ad1e69ddae5,"[""nexercise-2.1-01"",""R011-B005""]",public_inline,,,ch_summarizing_data/TeX/ch_summarizing_data.tex,source_frozen,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
27ef499d-6cc9-5e6e-8eb8-35dd616b2bad,"[""R011-B023"",""6.26"",""full_body_scan_HT_Error""]",no_public_answer_o001_gap,,595c6ed3-c618-5b86-9867-e79c7460b7a1,ch_inference_for_props/TeX/difference_of_two_proportions.tex,visually_checked,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""a6e32195-1507-50f4-a3a0-88884cb47648""]"
28a41791-05d7-51f4-94c1-9d49de31cfb9,"[""R011-B018"",""4.32"",""stenographer_typos""]",restricted_not_accessed,,6b411ba8-b411-58b4-aee3-cb24228fbaf1,ch_distributions/TeX/poisson_distribution.tex,visually_checked,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""5c6f7ab4-aec9-55ec-9259-e81faf2ff939""]"
2967fbd0-7fb9-5e4c-9c33-436c98c436bd,"[""hist_vs_box"",""eoce_2_13"",""R011-B005""]",public_appendix,39b0852e-4b0d-551c-b376-6cabf3fbb132,,ch_summarizing_data/TeX/examining_numerical_data.tex,source_frozen,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
2c2ed3ce-aef6-5db5-86b6-1cd5b111252a,"[""R011-B023"",""6.25"",""offshore_drill_edu_support_HT""]",upstream_public_answer,6951ea72-89ba-55eb-8098-ffbcba49cb5f,,ch_inference_for_props/TeX/difference_of_two_proportions.tex,visually_checked,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""a6e32195-1507-50f4-a3a0-88884cb47648""]"
2c6d8e91-4e76-57eb-a714-bcac9f61be47,"[""R011-B009"",""swing_voters""]",public_appendix,56a76996-2c09-5515-b086-e9f4a051ed88,,ch_probability/TeX/defining_probability.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
2d3cd49b-30ef-561c-9ce2-bcdeff78b4ac,"[""study_components_cheaters"",""eoce_1_5""]",public_appendix,affe87a9-0bfc-5ab3-9232-48b74cfd45dc,,ch_intro_to_data/TeX/data_basics.tex,source_frozen,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
2fed3de7-006a-524a-980b-14587f36dc58,"[""R011-B022"",""6.11"",""national_health_plan_HT""]",upstream_public_answer,5ae02b29-9532-5167-9a0e-abde9ad9048c,,ch_inference_for_props/TeX/inference_for_a_single_proportion.tex,visually_checked,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""42e21f32-ce64-55c7-b9f8-04eaad367833""]"
320badfb-e328-5bfd-92c4-7ff08e4f099b,"[""R011-B016"",""guided-exercise-01""]",inline_public,acf29112-9cf8-5adb-a419-e5701eed084e,,ch_distributions/TeX/ch_distributions.tex,visually_checked,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""d79c0e4f-9e37-5e77-9080-34fed0852af2""]"
32f6a4ad-4722-58e6-aee3-141ffb9feefd,"[""R011-B014""]",none_public_upstream,,ddfd1d81-38a6-54bf-ab8f-7441fd3ecdc2,ch_distributions/TeX/normal_distribution.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""5013dc5b-3a29-5516-9948-98c064aa43e8""]"
32fa00df-613b-5933-8eda-622980c61eba,"[""immigration"",""eoce_2_22"",""R011-B006""]",none_public_upstream,,1d0fdb6f-9e32-56b5-b53d-1d4dcfd6df52,ch_summarizing_data/TeX/considering_categorical_data.tex,source_frozen,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
3317c057-e51f-5e98-a14d-08cb1d5ad72a,"[""R011-B010"",""health_coverage_rel_freqs""]",,,33c8cf12-fd1e-5444-89db-76cb0e99e195,ch_probability/TeX/conditional_probability.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
34059412-cf3b-5a79-953e-78941ed43cff,"[""R011-B023"",""6.19"",""gender_color_preference_CI_concept""]",upstream_public_answer,0dd2050f-08d2-5b50-ad56-3cbe099b138e,,ch_inference_for_props/TeX/difference_of_two_proportions.tex,visually_checked,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""a6e32195-1507-50f4-a3a0-88884cb47648""]"
344ca417-7092-5232-ab72-0164a216562c,"[""R011-B014""]",inline_public_feedback,0a016c30-8bee-5a38-9d9b-fab58e544005,,ch_distributions/TeX/ch_distributions.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""5013dc5b-3a29-5516-9948-98c064aa43e8""]"
34955eb4-a25f-5029-a4de-2749d28473d5,"[""sec2.3-guided-02"",""R011-B007""]",inline_public_feedback,,,ch_summarizing_data/TeX/ch_summarizing_data.tex,source_frozen,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
38673b10-92db-56ab-a7f9-c5e940f019d2,"[""R011-B014""]",inline_public_feedback,6121594f-e270-53e1-a021-2a810e62b4ba,,ch_distributions/TeX/ch_distributions.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""5013dc5b-3a29-5516-9948-98c064aa43e8""]"
38dacc66-f01c-540b-90f2-0877ee9a1271,"[""evaluate_sampling_methods"",""eoce_1_23"",""R011-B003""]",public_appendix,2074e3bc-e444-5c50-82e0-9cb61eebf94b,,ch_intro_to_data/TeX/sampling_principles_and_strategies.tex,source_frozen,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
391d0e5b-40e2-5ee5-bbb1-684bc01ef590,"[""R011-B012""]",none_public_upstream,,5304d294-140f-52a0-ba8a-9aa0509c661f,ch_probability/TeX/random_variables.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""f5cfd01e-9712-58ec-ac48-481f923814c1""]"
39e28dfa-9fb6-5555-bee7-6649c37a02b2,"[""soda_preference"",""eoce_1_33"",""R011-B004""]",public_appendix,c526fa55-62c1-5a35-bb8d-40abfc2fc3d8,,ch_intro_to_data/TeX/experiments.tex,source_frozen,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""e8114816-bd30-582b-9e8b-274b8ae17401""]"
3a63d598-154c-5a5b-86d1-784338c7d4d8,"[""R011-B010"",""ch03-sec3.2-14""]",,,,ch_probability/TeX/ch_probability.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
3ad743df-ef86-5769-a3a9-fae1b48c5f33,"[""R011-B019"",""5.6"",""repeated_student_samples_prop""]",no_public_answer_o001_gap,,57e5bce7-e63a-5cc1-b52c-66242a3505d3,ch_foundations_for_inf/TeX/variability_in_estimates.tex,visually_checked,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""2339d6ba-af30-5b38-86fe-8300dda0b66b""]"
3b51eaaa-1838-524c-a1a8-7d199197a3d9,"[""R011-B010"",""ch03-sec3.2-06""]",,,,ch_probability/TeX/ch_probability.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
3bd4a01b-3e04-5838-9c65-e744700c9e17,"[""R011-B009"",""ch03-sec3.1-18""]",,,,ch_probability/TeX/ch_probability.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
3c9da11f-a0b1-5882-b2c8-6bec9138c872,"[""R011-B012""]",public_appendix,a7dbebca-d475-5f78-aa32-5a701b11f749,,ch_probability/TeX/random_variables.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""f5cfd01e-9712-58ec-ac48-481f923814c1""]"
3d7fc080-b542-5ce0-bc46-480b7738b62b,"[""housing_proposal_dorms"",""eoce_1_20"",""R011-B003""]",none_public_upstream,,530ee541-0ab6-5e92-9af5-eebd34e31095,ch_intro_to_data/TeX/sampling_principles_and_strategies.tex,source_frozen,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
3df47d41-adae-5042-a4ed-456befa944c4,"[""R011-B022"",""6.15"",""national_health_plan_CI_sample_size_replaced""]",upstream_public_answer,8e864163-ef34-5a49-a45b-f9dbac4cae17,,ch_inference_for_props/TeX/inference_for_a_single_proportion.tex,visually_checked,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""42e21f32-ce64-55c7-b9f8-04eaad367833""]"
3f62bfe2-5a2e-5441-86ab-c703b5da5e32,"[""dist_shape_exam_scores"",""eoce_2_32"",""R011-B008""]",none_public_upstream,,3b68d9fa-7e93-50a1-81e4-ef957e5fd55e,ch_summarizing_data/TeX/review_exercises.tex,source_frozen,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
3fd65188-973d-50b5-b887-a42cb813ae7a,"[""R011-B012""]",inline_public_feedback,d2e7d229-5d0d-5829-bced-f63521bd731d,,ch_probability/TeX/ch_probability.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""f5cfd01e-9712-58ec-ac48-481f923814c1""]"
40116ec4-9cb8-5f8f-95bb-1f397c042240,"[""R011-B009"",""ch03-sec3.1-08""]",,,,ch_probability/TeX/ch_probability.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
406ebc7e-85f3-5bec-9589-38cbe5d8c0a3,"[""R011-B016"",""guided-exercise-10""]",inline_public,c624fb3f-d25f-5172-a971-e3bc985b1f2b,,ch_distributions/TeX/ch_distributions.tex,visually_checked,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""d79c0e4f-9e37-5e77-9080-34fed0852af2""]"
40c6efec-8d75-5c57-a51b-ee316ebc5f0c,"[""R011-B009"",""coin_flips""]",public_appendix,a7a20e5a-5ba0-5d46-b569-4d063734581e,,ch_probability/TeX/defining_probability.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
443bc236-2bd5-5032-b493-b583aeb5e13e,"[""R011-B017"",""guided-exercise-02""]",inline_public,c7fc44bd-7649-5b88-85f9-2a1cfaf0ef67,,ch_distributions/TeX/ch_distributions.tex,visually_checked,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f"",""69574f5b-e113-5529-9d72-6ebfd1501a86""]"
44b85273-e757-59b5-85c9-11547f246ae1,"[""R011-B010"",""tree_drawing_box_plots""]",,dd8d8e77-b7eb-5286-bf06-75098ab768d6,,ch_probability/TeX/conditional_probability.tex,language_reviewed,"[""18223f28-a74d-5f9f-a586-6c3ab2bbef1f""]"
