id,relation_type,from_id,to_id,qualifier,order
14272800-b648-5a57-b952-aacb365e096e,contains,3f62bfe2-5a2e-5441-86ab-c703b5da5e32,68138640-5539-5a89-80d4-785b043887c7,translated prompt,1
1437fa47-7b51-5274-9b09-9e4d531e2857,corrects,19b6190a-3493-57bb-b160-4ea2d511ca71,4c8457ff-0769-59f0-9a0d-040a50fb107c,typed source accessibility correction,122
143b86f4-546d-5a26-986a-8ce117a3b658,lexicalizes,120cac8e-7b31-5825-8fb6-0e3c6523bfa8,3affdfd9-8d05-525a-b72e-084653b78dbe,id-ID controlled term,196
14413891-49f7-5cc2-896f-bc03ad4bef13,embodies,33dadcf3-c16a-5e5c-818f-038790125697,aa6de920-293e-53d9-bae5-bdb90e35f8f4,direct Section 2.1 dependency,0
144df0a3-f711-5873-8b14-cc34f1d9ebd6,lexicalizes,c4f2916d-bdcc-5c84-963b-e868682dd091,57f61578-d4ed-5129-9078-4e82e033277c,id-ID controlled terminology,4
146cca78-dcf3-57d0-b32d-f6990396e1a7,documents,e65b3a8a-b543-5aa5-adf1-128117a5eb10,b9823605-b359-533a-9cb9-84628fa32225,exact B013 evidence,90
149cb7dd-1f79-5ab7-9d17-26986e84e08f,documents,42adfedf-443b-5f35-96c2-53278c56e95b,b9823605-b359-533a-9cb9-84628fa32225,B021 publication evidence: figshare_route,707
14b43555-7564-5977-8d8f-30026b6516bf,contains,06b28e64-c231-50b0-b1f6-648ba4ba5102,a067a93b-4d57-52cd-aed6-d6a6dfc3d061,B014 hierarchy,32
14b65ac6-b414-5bf5-8af5-c79a91455b6a,unit_contains_segment,e7980cec-c849-5c30-aac2-a5305b8270d0,46e58a9a-9172-5499-be4d-14fa658d1d41,translatable unit segment,4
14bd3827-3442-5b57-94c5-709a5a2c2925,documents,156cf866-6c14-5de4-a5d4-88ff1cb4d3d9,b9823605-b359-533a-9cb9-84628fa32225,exact B012 evidence,218
14c1a2d7-9940-58a0-ae16-599f103bf73d,documents,c16ad948-880f-57d9-a565-ca0426e57915,b9823605-b359-533a-9cb9-84628fa32225,ready-public_answers_authority_witness,33
14cdd68b-f6b7-5520-8d91-74b7f90a7d63,contains,f7d2045e-5e64-539c-9a77-881a363a8baf,182f6700-e0da-5bf6-bbf5-310ba0df1d35,,1
14cfa3da-f331-5c5c-8d3e-63c01012bbdf,translates,fcefba29-842d-5996-b35d-778711423e2e,59f6d671-5986-5bdf-bffa-35d67253c853,exact canonical id-ID target span; backend nonadmitted,1
14d898de-7a89-5050-9b6a-efd9d4fdc00f,exercises,8c1f82f6-34a3-53be-9da6-0fa74df91111,622243a1-bf6e-57cc-a60c-026bf145c09d,concept index,3
14d94fb4-91cc-5563-955f-8f7ab003cd43,contains,874701bb-ab89-5499-9df6-344ae73c9aa3,86e62e31-0bad-56b8-89e6-94f25f6bff23,B010 source order,12
14da0adb-b3d7-5415-b3b6-efdf93389e6f,answers,781408f6-5e1c-57f5-ac70-34806b6d7b5a,84c758c7-8306-5408-860d-3f73b46906dd,inline public guided answer,5
14ea8911-ca34-54ef-8e74-edd83a1332ff,depends_on,244c8a59-7d75-5fd2-af3e-97ac49653da3,121a6330-f24e-58cc-b3ee-8837e1589283,OpenIntro R package dependency,1
14f61ceb-7da4-5216-ba52-dd40d9d3bbf5,supports,aa2cd2a9-ce39-50e3-b3a5-f3251906ff57,841f68d2-9ccf-5af0-98df-193bec67b9ac,v1 deterministic build rejected before promotion,1
1518f00c-a7a0-56e5-9d24-cbb706d48688,covers,6c1dd36c-f3f2-5b99-b629-a5100d9fbb85,96b2d59b-6e2e-56cb-bdc7-bf69122e1ec9,Section 4.3 controlled concept,12
152f6287-f950-5d47-87b3-41ff25996bfa,documents,2aa3ad98-b876-5364-b280-8e1da92f058f,92815efc-346e-54a2-b6a5-b448656dafe4,built_localized_source,21
153ffcf6-c1c8-5ed3-90f8-63bf5004794b,depends_on,38d29400-2764-5109-a7fd-d245c7e52b17,6885260d-d227-57a8-91e8-9f623ef586c9,reader-visible localized figure,1
155cb498-2d85-55e7-8bf1-ca447cc362c1,produces,9f638c57-0bdf-5368-a7bf-3d90773e28c6,b534ae1d-af42-5a20-bbcb-5ccc3bb8a7ea,adjacent source producer,1
1565198a-6186-55ae-ac86-1761bf859e28,uses_asset,6c1dd36c-f3f2-5b99-b629-a5100d9fbb85,0bf5732e-ec7a-50c0-ab17-3fbdb0682851,B016 source/reader asset closure,5
1568dd47-7f6c-576b-b9de-440d92ecd038,precedes,92815efc-346e-54a2-b6a5-b448656dafe4,b1642aac-e9ff-5faa-b4b9-55cf8eab717c,source order after Section 6.2,1
15745c9b-19c7-5a42-abae-04f9c61e343f,corrects,d5e1dfa7-c96e-58ff-8eb5-4b7d3de0a172,8b9932bf-3164-5e36-a64a-304ae1894c90,held for single deduplicated end-of-corpus report,8
1575c032-9d0d-5446-8329-bb04ddacda85,introduces,ef7f55d2-6426-5c6b-a525-29e747da8d0b,6a2820ac-4717-5f6b-8357-dfd73437d90e,,5
15938127-c5d5-5dea-a095-d126fee007b4,unit_contains_segment,a7f0df99-74bb-58fe-967b-f0ee8a8fccf3,d5a49507-1428-5128-a09a-0a2f36d8ae63,translatable unit segment,7
15969864-7463-5e63-8711-9bd638fb35c2,contains,993641eb-cf5b-50e6-9840-92d99ada6efe,22ba93e5-b0f2-5807-bb3d-7c9459db5451,B010 source order,10
15bab37e-08db-59db-a8cc-9e2bd7c098a4,prerequisite,b95722e8-ab2b-5b26-9f71-c3d079805c9e,9966c623-0627-53d4-a606-4c6adc3878de,negative-binomial concept prerequisite,5
15bd4c0e-9d57-55f6-9fbc-4d22a4a0eaf7,produces,76443096-460c-524a-9dc2-348797bddf57,a8a86173-7433-548f-8ee8-3e84a76732e9,pinned source producer and unchanged data geometry,1
15c7a60b-4de9-56a0-bded-b366b85b319d,contains,06b28e64-c231-50b0-b1f6-648ba4ba5102,38673b10-92db-56ab-a7f9-c5e940f019d2,B014 hierarchy,16
15d893e4-0660-53c7-9b9c-342059aab6be,supports,244ca6d6-0dfc-5813-85ab-8f86bf44223b,939f1132-c085-53b3-b199-907ba7434561,exact rendered-page inventory,1
15e93216-af14-51c4-b60f-460f63dc1e89,contains,54ab5e7d-5810-58e1-b6c1-e8b43217aece,8496a92b-1e5d-5667-bc71-68f8ec522a4b,unit contains source segment,57
15f5aaa0-9f76-5ba2-8177-cd6de85cf5a3,documents,d0930562-1620-5ca8-b51b-61c33e1b7188,ee3f3811-ec00-546a-886d-2e90a9b33b2d,source_figure_pdf,28
15fbf039-e1aa-5de0-870f-b87db607938c,documents,95f18843-8476-539e-a173-f8e5a462e52a,b1642aac-e9ff-5faa-b4b9-55cf8eab717c,localized_chart_data_qa,11
15fe0391-aa60-507c-a8c5-9c4c07fc1605,localizes,632386e5-fc56-5b69-b01c-0c94e4e235a5,8e80dbfc-18ab-5b84-9ac4-9f08e6091515,terminal id-ID localization,177
16010c89-e16f-5fef-a268-25caade51d02,validates,1ae160c7-4e29-5231-8e2a-0d8323cde3c2,2d69dff1-3fd8-5bd1-8c79-7caf74bb0d3a,typed B010 QA event,216
1612b0c8-69cb-5f1c-aeb5-8f804e0e62b5,translates,3fb95d59-f8cc-599c-bb4f-23813aa4d9da,d3a974ae-5d55-54de-b4bc-76a7737bd340,exact canonical id-ID target span; backend nonadmitted,1
161d0773-7e22-5e76-bed8-85b95646c8c4,contains,bac586bc-5065-5e98-a3ae-8376ff0851ac,ff94854d-cd16-57a9-90c8-520fb59f380d,source hierarchy,1010
163d4678-03b8-549f-81d2-f2fecead21a8,contains,a7a20e5a-5ba0-5d46-b569-4d063734581e,dc9f550f-53d9-591a-96f7-273f97367f07,unit contains source segment,174
164400ed-84a2-5f86-b323-8b6e0d7425a0,localizes,b3670adb-91f3-5fd5-adcb-a072181f394e,038811d4-b11b-5e0e-8875-a232698193c1,id-ID terminal localization,38
167f3cc4-d8c0-58be-8e7d-0a6a84f149e4,uses_asset,06b28e64-c231-50b0-b1f6-648ba4ba5102,883a2b79-a32d-5e8c-92d9-290362537780,B014 figure/code/data/runtime closure,276
16968266-3066-5484-80f5-e14798f1e3d2,produces,8f15b9a3-70ea-5173-ba8b-d9e61bc0939d,15fa8e4a-3c81-5c61-bba9-a6a9cb4e5e42,deterministic localized regeneration,3
1697254b-e848-5b2e-b2c3-c5f2b9c8f77c,contains,4ea6818e-d117-54fc-82d2-a1c20a3530fe,c1217b4b-f5ca-536b-aedb-9d4bd507a9cb,unit contains exact source segment,182
16979e88-ef2b-5185-9759-7c08b2d86057,documents,69383767-37be-5a88-896f-d9dbf4ff6197,b9823605-b359-533a-9cb9-84628fa32225,exact isolated B011 evidence,106
16a43075-64a5-5127-ae09-9aa5ad798410,prerequisite,3ee05ce5-34a2-50e0-8414-5488d45e4e15,16dc5f08-2909-55e7-ab40-0cbd4769742e,Poisson concept prerequisite,3
16b2f595-81a7-5148-accb-c0dd6bc9d043,localizes,fbbef7a0-5a12-5924-8608-2493737e3ef8,32a56f0f-633b-5f66-82dd-1d64aebffdf1,terminal id-ID localization,103
16b574b1-a94c-54b2-9704-c68fa2c41ad5,exercises,548541ff-ef11-5c5c-839d-375d4724e8c9,d6bc141e-6711-5056-8884-ed04d528fe5f,exercise assesses Section 5.1,1
16ba815f-5e6c-51b5-8e82-99852295cd69,contains,0f31ef05-8651-5e86-9185-b5d10b8fda5d,93119707-aaa6-5816-a5ea-c6e32e610a32,,1
16cbfcd4-063e-5de1-9f1c-f6eb99c4f209,documents,77b83cf7-2532-5ebe-bd28-6b6ba72db2f7,67a193b9-bacc-52c3-ba96-17f706246d41,component_rights_ledger,35
16d87dc8-a3a9-598e-b69a-b5f93353d685,localizes,10a843d5-5ff5-5295-a916-e7179a4a29ec,896e92d0-459f-5c77-957d-ca0a75b8f65e,id-ID localization,15
16d880c8-c3d0-57b1-847d-3d7f74673e6a,documents,804f4664-37dd-5df6-94ab-d146c888825a,92815efc-346e-54a2-b6a5-b448656dafe4,build_entrypoint,18
16e51376-8b10-5b47-ad43-0c5df3f9256a,contains,6c1dd36c-f3f2-5b99-b629-a5100d9fbb85,51f451c9-2225-5065-98f3-cd1cc5d4a119,B016 semantic hierarchy,38
16e7d1d3-d5e9-5287-9605-a2bced098a6f,contains,ee3f3811-ec00-546a-886d-2e90a9b33b2d,5a5adc0e-6bed-5544-96e6-3ebed0ef9785,source hierarchy,7
16fcc8fe-5810-550e-a9db-9b36ce483dd1,exercises,c30ed712-53d9-5d5c-9e77-fc405aee5528,d1db6444-a2a0-53bc-add5-e9d5991d65b2,chapter review concept index,1
1723bb24-87cc-5dcd-9fb7-6866ac294886,introduces,79b67f35-3460-585e-b91d-f1c7f8a7662f,6935d7b2-c75d-581a-9d05-61fe84151ba0,Section 2.2,125
17303855-69c8-51f3-9750-9b450710ff56,illustrates,d49438a9-882f-5a4a-a00a-ea181a65340f,cf7a2c60-ae2b-561a-983a-401900ec14f8,canonical reader-visible id-ID asset,6
173b7ac7-6824-500e-a25f-c8861262c884,uses_term,92815efc-346e-54a2-b6a5-b448656dafe4,5e4f3d9c-e73e-5eae-b679-17e15c18ebb2,Section 6.2 reuses exact admitted id-ID terminology,6
174c1fff-addd-560c-9c77-c6f8c71e09c7,contains,a485ca16-e7af-5fc9-a661-2481b3a87b29,4e433fc3-72d5-5511-b8fa-f671182f898f,B012 hierarchy,20
17581d30-82df-5540-904f-d41e5b05e58f,contains,f37d178c-b60a-52c7-b3a1-5689a49e4a32,c0d8b725-a438-563b-b069-2b3e503069f8,unit contains exact source segment,37
17605bf9-27f8-5d1b-8027-4b45fba50037,localizes,73decbdd-87a7-5072-9407-fd7727ce2727,9bdecdc8-8f32-5cb8-94b1-ba2c3ba3c536,terminal id-ID localization,69
17817520-c0ad-59c1-ae03-46ee6fc54d20,answers,8f0807ed-49cf-58cd-829e-096e53f1df1c,76494447-2b5b-55a0-acf9-028b903fa8cb,public_appendix,1
17859914-2f55-5799-b5ff-adc4ac497d69,unit_contains_segment,848b5c0c-c26d-5bd5-ae07-95acfc51c118,e3cead6d-14da-54be-812f-61f5225b2aff,translatable unit segment,2
17886c4c-7953-588b-b47e-11b3560d6de7,requires_companion_answer,4e96e165-9be2-579d-841a-de9bed2617b4,3aa8dd30-31d2-5013-bde8-e99ec0d3aa77,O001 gap; no public upstream answer; restricted solution not accessed,16
178ff5f8-f3e2-5565-bb44-4b2aa199ec7c,introduces,ca6367c4-15b1-502f-9fa9-3f7229c912ee,8964003c-1727-5182-a8d4-dc589ee0fd06,Section 2.1,117
179461bd-000e-5e36-8cae-61da6961c8ca,prerequisite,3ee05ce5-34a2-50e0-8414-5488d45e4e15,0eff251b-154b-5846-8460-b4bc24a500b5,conceptual,1
179cb24a-70f0-5332-9ec0-6089600d0fa6,uses_asset,67a193b9-bacc-52c3-ba96-17f706246d41,9352d69b-d014-57f8-bffa-18f3e801f60d,reader-visible Section 5.3 figure,2418
17b2b3bb-44e3-525a-b219-76d81d2ee588,localizes,2238a8c4-6c0d-5dcb-81b3-056dd3559183,897c8176-e672-5c74-8fcf-d3eea7d2d6d2,id-ID terminal localization,64
17ce4c6b-2b3e-5fd4-8eca-7d68b6d26e83,validates,82884b8e-30b5-5490-89c0-7584fa9a461f,d80b345f-7d33-5235-b847-541d8e4754ef,typed B011 QA event,124
17dc9e72-f349-5e34-b622-8e885f1fd7ca,depends_on,950b9119-5f57-51a6-a4c8-663e71fc4e97,d3181627-d084-55a0-bbef-b65279ec8f62,localized producer candidate and deterministic PDF derivation are both retained,259
17ed485b-3be1-52a9-8a99-14cf4a529f9b,localizes,98951096-ab0f-5a1f-85a6-cb3f5b972d7b,0ab44a00-3534-57dd-9c9f-c2509ab96a1f,id-ID localization,8
17ef1335-4ccd-5550-8bc2-992301a89363,unit_contains_segment,bac586bc-5065-5e98-a3ae-8376ff0851ac,a44bb182-0a90-538d-b80a-d76e10cf0653,semantic segmentation,13
17f0e284-76bd-52ce-b604-2ed7086d5d36,documents,6bbee8bc-d5c9-53b6-9cd9-4addeac90535,b9823605-b359-533a-9cb9-84628fa32225,ready_integrated_eoce,8
17f42611-70cc-56eb-a5a2-a24bc9f5f272,exercises,4b6d3a80-1d24-55b9-84dd-6d4068279d00,d1db6444-a2a0-53bc-add5-e9d5991d65b2,concept index,1
181f1bd7-a7ac-581d-b7e0-8ec60c7998cb,supersedes,ffb34792-1a2d-57f1-a00b-5aeae4f32e72,fea5aa62-f235-569e-9edf-2c0f8550813b,current corpus reader lineage; the B019 public checkpoint and receipts remain preserved,1
184c2735-c888-517c-b465-59cdfede05d3,contains,4c8457ff-0769-59f0-9a0d-040a50fb107c,9d9ea627-b125-5cde-aa16-53c992fe078d,unit contains exact source segment,35
18573033-96c8-530e-9653-a065013ad67b,localizes,2d765d98-25f9-5631-9422-fdbdc074f133,3a3f1429-cf39-5e9d-9923-2ffaeb2e7557,id-ID terminal localization,42
186f3a34-9d8f-5218-b91c-d12c3688d348,localizes,e404dff7-dda5-5b2d-96d5-89c475dcfd92,0ead003f-f231-5344-b300-0a51b913e058,id-ID localization,1
1872a152-525c-5831-8011-370df8117e09,contains,121a6330-f24e-58cc-b3ee-8837e1589283,f7fe0c1f-6246-5c77-b081-3792b17f497c,archive member package data,4
187d716d-a51c-5f65-9d31-203f93515b0a,documents,3a82216f-2015-51ae-900d-2d08426b3dad,b9823605-b359-533a-9cb9-84628fa32225,B018 publication evidence: zenodo,501
1882ed96-5dd8-532d-8370-057ba05e6cd2,contains,c9faaa37-1ac5-54ae-b62f-1556d2b63374,a10d1176-5b95-56e2-8941-573322a79e39,,2
1885861c-7e3d-5102-ba30-a7b967eee39e,unit_contains_segment,1c210048-c7e1-5b6a-89b7-d6c081012bf6,223a69fc-0689-5a14-b017-6402554bf15e,translatable unit segment,3
18949025-4058-53df-b27f-417a0160ead4,introduces,b4cd26a2-3443-5b4d-9a38-f2d9766ae10a,e5fd01c5-ba33-5c11-8054-6d191fc66639,Section 2.1,104
18a07e63-e230-5c6b-bc75-abe4f0895241,lexicalizes,0bdbf061-c035-5eed-a851-9d81b79614b9,b7c643ff-26a7-51b9-9c94-53207c7090ee,id-ID controlled terminology,2
18b67096-bd95-5ebe-8b04-8da23c471373,documents,6184d1dd-9d58-5b01-94a9-b2023013d897,b1642aac-e9ff-5faa-b4b9-55cf8eab717c,translation_source,14
18b8c3bc-93f0-538d-96dc-d07535d91de2,unit_contains_segment,add18feb-7f00-5d88-9d5d-1aee4a19a118,894c6c4b-ccde-5ad5-ac6e-1a5908d9a909,semantic segmentation,21
18ba6702-bd94-5090-89a9-ca6780dd50e7,uses_term,ee3f3811-ec00-546a-886d-2e90a9b33b2d,8f1f6819-dd9e-52d2-839e-0885e8f6b4b1,Section 6.1 reuses exact admitted id-ID terminology,9
18c068e6-029f-55d4-82fb-42bf98d89d6f,validates,f0f77c0b-1fe9-5523-ac9e-06dd10ba9c92,ca0df825-ca52-52be-a3e6-0c3090edaa4c,typed deterministic QA event,1
18e097e3-6c49-5ca3-9a9a-02cfbddf29cc,unit_contains_segment,29ecbead-8952-5ba8-a466-f10be7a9ef72,deb2800d-3650-5317-a721-002e88f45774,translatable unit segment,6
18f130f0-5e66-5664-b298-22ac15c96f34,lexicalizes,82336738-831b-50bb-90b6-b3a407a9b58e,c64e99e3-8964-56b0-9b3e-8a85557459f2,id-ID controlled term,182
191d41d4-17e9-5e84-bf20-fc44235a5af4,validates,de19968b-56d9-5706-b4c3-61bc393a3b86,92815efc-346e-54a2-b6a5-b448656dafe4,chart_localization,8
19280844-3c12-51b6-ba4d-c7c7ea94c5ac,prerequisite,67a193b9-bacc-52c3-ba96-17f706246d41,ee3f3811-ec00-546a-886d-2e90a9b33b2d,foundational confidence intervals and hypothesis testing support one-proportion inference,1
1928f203-fd05-5ba4-90cc-42b78d62bcc6,localizes,ff140fd6-1255-58f6-a563-4620e19848df,526ff122-783c-5259-8cb5-1de065af9a09,terminal id-ID localization,99
1931cccd-5417-59b9-862c-d2157ed4b1ea,validates,3c64dc95-9e62-551a-b55e-fd47d8e49966,2ffcfeef-a30d-5f61-943c-e0004b8e792c,typed deterministic QA event,2
193c900d-0973-50aa-80fa-31587083e18c,embodies,02c09987-5568-5412-a141-b9051306cae5,8c1f82f6-34a3-53be-9da6-0fa74df91111,exercise-2.15-figure-2,0
194210e5-0d79-5a42-a612-f405027d2b73,localizes,57ea5474-bc32-5c70-9abd-290ab45e3638,783749a7-5f19-5079-b145-f1b9dd4ff671,id-ID terminal localization,1
19516800-a044-5a5d-ab84-ed00972b85a6,contains,eefb0df7-4edb-52da-9df7-a4ff71e5f76c,ee3f3811-ec00-546a-886d-2e90a9b33b2d,source hierarchy,1
195d6fce-0563-5bf0-abf5-74b14b1901c1,contains,455bdfac-8aa6-57f7-b7dc-c0ba0c13c900,aa7d5f1c-4948-5c6f-a258-2da78fe69adb,B016 semantic hierarchy,24
196a6ca2-77ce-5945-82ca-b19107c35ca1,documents,72f40189-4e31-5820-bfc8-32cc1f1547f5,b9823605-b359-533a-9cb9-84628fa32225,B019 publication evidence: release_manifest,605
196c6425-a361-5c4e-a3cf-66947c4dd0f1,contains,637ef199-c248-5656-98db-90f81aaf11cc,eabaa061-e7e7-5132-b57e-ace918a974b2,unit contains source segment,99
197bb039-bdf8-5400-b5e8-7553cca6f206,contains,8953f299-909a-5500-9c5f-46b560e50081,aaaf998a-0136-55b4-a71e-e50907922fb3,,8
19882dd2-4098-525f-a5a4-0d45109b0fea,documents,43e2340c-aac2-52ab-a542-4996330b5a67,67a193b9-bacc-52c3-ba96-17f706246d41,boundary_clean_learner_reader_pdf,45
198c3a21-3ebc-5439-a027-96c86e8831f6,contains,51f8c9e8-d47d-503f-a0db-38a0564b62f2,455f6d3d-9ca4-5423-8ca8-3715f0b7a5b6,subsection-prose,2
19947c7e-b144-5a39-a5d6-da7e4be6d230,documents,c75684df-0e04-5e87-8645-3086cc3b75f0,b9823605-b359-533a-9cb9-84628fa32225,spec_interoperability,30
19a204d0-b1da-51c1-8924-1469b88c3978,documents,305e5b77-9cda-5a6c-98c0-14aa2b7483f1,d6bc141e-6711-5056-8884-ed04d528fe5f,build_entrypoint,18
19c1cc44-33d7-57bf-b5f3-63c7a94dd5ad,uses_term,92815efc-346e-54a2-b6a5-b448656dafe4,6956f439-3b7f-5a93-a0ae-0f3f9756afa1,Section 6.2 reuses exact admitted id-ID terminology,9
19d4ce45-09d7-5749-b15b-e7ac46401a19,localizes,81bd9877-bfbe-5d76-96d5-942124c25307,8542d959-c7b9-58b9-a5c7-bfbac29e05bc,terminal id-ID localization,97
19d8efbb-22ff-5451-87f7-e42f47d6edcc,documents,65285041-1a44-537a-9aed-7ba1b06bea34,b9823605-b359-533a-9cb9-84628fa32225,exact B014 evidence,345
19e7c669-81fe-5c1c-ad3f-99ac2c5f7a92,exercises,0191df4f-413d-5623-9944-e2376020b3c5,3ee05ce5-34a2-50e0-8414-5488d45e4e15,concept index,1
19f4204f-b796-5b96-b83c-8cb22b739e0a,validates,21d73ba3-d9b7-5bbf-976a-eb3b4273a15b,d6bc141e-6711-5056-8884-ed04d528fe5f,exercise_answer,3
1a1ee239-055c-56e6-b661-aed07a643479,corrects,e2eab8f6-42dd-544f-9d15-669db1159b39,ca0df825-ca52-52be-a3e6-0c3090edaa4c,recorded upstream copyedit candidate,8
1a35bdd3-aea9-5a97-911c-f99a24df51e8,documents,2725176f-8dbf-55b1-bb21-f83f485fa616,b9823605-b359-533a-9cb9-84628fa32225,ready-companion_verifier,9
1a4f1921-ab3b-51f2-9fe6-a6b69367b610,localizes,9c2cca15-b1c4-5ad4-81f5-b78ddc73addf,11f06fbd-b14b-5e11-924d-a3bf37cf3acb,id-ID localization,11
1a5783e1-cc13-5602-b43a-cd0ae63394cb,documents,4ac6c065-efb4-5918-a440-071e42a002d6,b9823605-b359-533a-9cb9-84628fa32225,exact isolated B011 evidence,97
1a5b944b-1058-5ed1-99ee-0ce4a234bb9a,requires_companion_answer,662ada1b-d83f-5db6-bffc-6ef98ab85458,f1ae8a68-e6a0-5f5b-8620-ce8249bea3d8,no_public_answer_upstream,1
1a6245cf-4a61-52e1-a6c9-bb3108a2d08c,uses_term,ee3f3811-ec00-546a-886d-2e90a9b33b2d,729fb2f3-faab-5ce4-ad32-b80a1832c265,Section 6.1 reuses exact admitted id-ID terminology,7
1aa68f38-84ff-5fa6-b94b-34e89f3091f7,verifies,285454df-b4e5-5ca8-a2e7-6993e5a33122,33dadcf3-c16a-5e5c-818f-038790125697,two byte-identical replays and visual PASS,0
1abf506a-b414-5271-becf-ec7c8d23b3fc,contains,5a337c31-cd63-530d-9f43-917e5cc22e7a,dce8fdac-c387-581c-8add-adcd824722da,unit contains source segment,69
1ac58bc3-0557-58f8-8688-1c95c32ff34e,uses_asset,a485ca16-e7af-5fc9-a661-2481b3a87b29,e08873cf-a6a7-518e-8747-880d8ad2d41c,B012 figure/code/data closure,181
1ad69886-8a7c-5779-b090-c18a91355cfe,localizes,cc415551-6b2c-51bc-b294-d49881907075,8e1a68fb-acef-543d-8f91-65f1b92f50d7,id-ID localization,5
1ade3a91-703e-512a-9f48-0d42a0b53036,localizes,98b269eb-6b9c-5982-bb58-cc5610ce82ca,3d15531f-ace6-5b99-b115-a57fef724bdb,id-ID candidate localization,87
1b006c99-72db-5ba6-85ec-8fe0eb4ea9cc,requires_companion_answer,d8040b85-cd7c-57ac-bbd6-968a98ce606c,c5bccaa5-bbad-5cc7-aeeb-45cfe2fdd6b7,explicit O001 gap; restricted solution not accessed,220
1b35593f-ee13-5c47-97c7-22f31c51828a,documents,49ee4722-2a65-587e-b464-98f938e83811,b1642aac-e9ff-5faa-b4b9-55cf8eab717c,cross_reference_dependency,30
1b37c928-c4f9-5478-a7e2-80bcf902602d,introduces,ef7f55d2-6426-5c6b-a525-29e747da8d0b,af5dd421-170b-510e-bd64-753607e825c7,,4
1b41d937-bd77-53cd-9c17-9fbb2c857d14,contains,a9288f40-e28c-538c-b701-54b2c1251908,91ba13f8-fa37-5dfd-bd04-5c6ed332dfe8,B016 semantic hierarchy,13
1b471098-0e58-532d-92da-4ad4229c5fe9,localizes,a751fc57-da69-504e-a0bf-b45ce1b02035,4c6a64f3-a82b-5758-8f47-ea8d0087dcb8,exact source-to-target asset lineage,263
1b57be0b-137a-57db-a936-2de4109180ca,validates,93d380da-b349-5af8-b5e4-28956c598fce,b1642aac-e9ff-5faa-b4b9-55cf8eab717c,protected_tex,4
1b582fca-e925-50c9-af3a-628e2f0646ee,unit_contains_segment,d4da3eeb-2255-598f-822c-91958ed8f245,f3697abe-d8e3-591f-881c-917c39edd04e,semantic segmentation,48
1b6110ec-2d37-569a-8797-d2722aa019a5,answers,b3eb2905-acdd-58e3-854a-817eba68aab8,a41e10d3-917e-5713-82ad-81edbe6ee827,inline public guided answer,9
1ba4451c-4359-51b5-b704-f80df3219f68,prerequisite,bdac6f66-9d41-5633-96f9-e3071687f583,9966c623-0627-53d4-a606-4c6adc3878de,negative-binomial concept prerequisite,7
1bab1116-0bb1-53fd-bd32-a44fc9d50cef,embodies,422775f0-9a7b-5018-b857-228391e16f48,aa6de920-293e-53d9-bae5-bdb90e35f8f4,direct Section 2.1 dependency,0
1babb7f3-63d9-5da5-b80a-3653031c3a1f,requires_companion_answer,94c828eb-0092-5c7a-b594-f8a6f1008031,891d5085-7823-51b4-aaed-e800d34935e9,no_public_answer_upstream,1
1bf501e4-4b8f-5c86-a28a-5d81f15d23ca,unit_contains_segment,aa5cb6c8-d476-55b8-9f52-8356e0a9e26b,30469567-930b-544d-bfbc-2159bc0f837b,semantic segmentation,7
1c0d154b-be78-5506-871c-23f2f2e293a5,unit_contains_segment,233b3535-6d53-5304-af66-4216d50f51ab,a59bbfce-a63d-5c28-ab61-897795cbf1f9,semantic segmentation,13
1c14da8e-796e-59e1-ad03-13ddcfba6bd7,documents,b796373f-e409-550e-a27f-eebaf5b4ebe8,b9823605-b359-533a-9cb9-84628fa32225,exact isolated evidence,221
1c3bd845-c6c9-5013-95cf-e47bd935462e,contains,2d365eff-5868-5c78-9644-daac65a66c8a,85bd3c0a-1ace-50da-a8bb-ad2cdfc09ce0,Section 5.2 end-of-section exercise,14
1c410eab-66a8-5aea-9427-faee297e3052,embodies,a0df8e7c-3fc1-536e-98a0-d443102758be,91fc3301-cb1f-55c9-be90-4bcb58dca050,exercise-2.1-figure-1,0
1c4614f5-d5b8-58e6-8756-4f9a686f8a6f,unit_contains_segment,e0a39794-bf97-5b87-871a-1ef69e6dbaf0,303c77e7-88f9-5672-b790-fcae3d624dca,translatable unit segment,24
1c7d670d-a3d5-526b-a2c5-2b318b615c54,localizes,9a21cb09-5ffc-5258-95f5-f0d165d07b97,f04d03eb-762f-5af4-ab75-8b680b4b5c3e,id-ID localization,9
1c8b9d68-2782-5328-850a-b047f26e41f1,produces,3e79e083-7f5c-56a2-99cf-458637b093da,9352d69b-d014-57f8-bffa-18f3e801f60d,frozen adjacent R producer,1
1c9d5ad5-c325-56d9-8f00-f00573729b32,contains,06b28e64-c231-50b0-b1f6-648ba4ba5102,c7c4da4e-590e-5fef-a18d-7d58f8f7d78c,B014 hierarchy,20
1c9eb9d2-6727-525e-8a70-e0684256d415,depends_on,38d29400-2764-5109-a7fd-d245c7e52b17,2f9768eb-908f-5a59-852d-ab89fce418f3,byte-identical photograph with visible credit,7
1ca142cb-8106-5c3f-8629-63c7dceee227,translates,c0d40bfa-7901-57cd-ba1c-464c6b130d6d,bab3be76-8249-5f77-aa7c-7ebcb8ecc39f,id-ID text-object overlay,1
1ca8c383-f96c-5557-ba53-557d154a7e51,lexicalizes,b849c012-902a-5f89-a8fd-b9745cb77322,1f3a4955-fad5-5e42-9402-6c0531fc9870,id-ID controlled term,200
